[pp] device: Apple M4 Max | unified_memory=true | max_threadgroup_memory=32768 bytes
[pp] power: source=AC Power battery=100% charged warning=none powermode_ac=2 powermode_battery=2 thermal_warning=false performance_warning=false
[pp] model=/Users/tito/models/unsloth-Qwen3.5-122B-A10B-GGUF/UD-Q4_K_XL/Qwen3.5-122B-A10B-UD-Q4_K_XL.gguf source=synthetic token ids (seed=1) n_prompt=512 runs=1 chunk=512 tail=skip
[pp] lowering: gdn_batched=36/36 attn_batched=12/12 dense_ffn_batched=0/0 moe_gpu_token_loop=48/48
[prefill-layer-phase] chunk=0 start=0 layer=36 kind=moe phase=routed_down gpu_ms=6.39
[prefill-layer-phase] chunk=0 start=0 layer=36 kind=moe phase=routed_reduce gpu_ms=0.13
[prefill-layer-phase] chunk=0 start=0 layer=36 kind=moe phase=shared_packed gpu_ms=1.33
[prefill-layer-phase] chunk=0 start=0 layer=37 kind=gdn phase=pre_norm gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=37 kind=gdn phase=gdn_qkv gpu_ms=4.64
[prefill-layer-phase] chunk=0 start=0 layer=37 kind=gdn phase=gdn_z gpu_ms=1.97
[prefill-layer-phase] chunk=0 start=0 layer=37 kind=gdn phase=gdn_beta_alpha gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=37 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=37 kind=gdn phase=gdn_prep gpu_ms=0.47
[prefill-layer-phase] chunk=0 start=0 layer=37 kind=gdn phase=gdn_step gpu_ms=1.94
[prefill-layer-phase] chunk=0 start=0 layer=37 kind=gdn phase=gdn_gated gpu_ms=0.51
[prefill-layer-phase] chunk=0 start=0 layer=37 kind=gdn phase=gdn_back gpu_ms=2.08
[prefill-layer-phase] chunk=0 start=0 layer=37 kind=gdn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=37 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=37 kind=moe phase=route_fused gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=37 kind=moe phase=routed_swiglu gpu_ms=15.15
[prefill-layer-phase] chunk=0 start=0 layer=37 kind=moe phase=routed_down gpu_ms=13.04
[prefill-layer-phase] chunk=0 start=0 layer=37 kind=moe phase=routed_reduce gpu_ms=0.12
[prefill-layer-phase] chunk=0 start=0 layer=37 kind=moe phase=shared_packed gpu_ms=1.36
[prefill-layer-phase] chunk=0 start=0 layer=38 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=38 kind=gdn phase=gdn_qkv gpu_ms=3.13
[prefill-layer-phase] chunk=0 start=0 layer=38 kind=gdn phase=gdn_z gpu_ms=2.00
[prefill-layer-phase] chunk=0 start=0 layer=38 kind=gdn phase=gdn_beta_alpha gpu_ms=0.23
[prefill-layer-phase] chunk=0 start=0 layer=38 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=38 kind=gdn phase=gdn_prep gpu_ms=0.48
[prefill-layer-phase] chunk=0 start=0 layer=38 kind=gdn phase=gdn_step gpu_ms=1.92
[prefill-layer-phase] chunk=0 start=0 layer=38 kind=gdn phase=gdn_gated gpu_ms=0.51
[prefill-layer-phase] chunk=0 start=0 layer=38 kind=gdn phase=gdn_back gpu_ms=2.07
[prefill-layer-phase] chunk=0 start=0 layer=38 kind=gdn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=38 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=38 kind=moe phase=route_fused gpu_ms=0.21
[prefill-layer-phase] chunk=0 start=0 layer=38 kind=moe phase=routed_swiglu gpu_ms=12.29
[prefill-layer-phase] chunk=0 start=0 layer=38 kind=moe phase=routed_down gpu_ms=4.01
[prefill-layer-phase] chunk=0 start=0 layer=38 kind=moe phase=routed_reduce gpu_ms=0.11
[prefill-layer-phase] chunk=0 start=0 layer=38 kind=moe phase=shared_packed gpu_ms=0.91
[prefill-layer-phase] chunk=0 start=0 layer=39 kind=attn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=39 kind=attn phase=attn gpu_ms=8.06
[prefill-layer-phase] chunk=0 start=0 layer=39 kind=attn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=39 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=39 kind=moe phase=route_fused gpu_ms=0.21
[prefill-layer-phase] chunk=0 start=0 layer=39 kind=moe phase=routed_swiglu gpu_ms=6.44
[prefill-layer-phase] chunk=0 start=0 layer=39 kind=moe phase=routed_down gpu_ms=3.81
[prefill-layer-phase] chunk=0 start=0 layer=39 kind=moe phase=routed_reduce gpu_ms=0.28
[prefill-layer-phase] chunk=0 start=0 layer=39 kind=moe phase=shared_packed gpu_ms=0.92
[prefill-layer-phase] chunk=0 start=0 layer=40 kind=gdn phase=pre_norm gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=40 kind=gdn phase=gdn_qkv gpu_ms=3.08
[prefill-layer-phase] chunk=0 start=0 layer=40 kind=gdn phase=gdn_z gpu_ms=1.98
[prefill-layer-phase] chunk=0 start=0 layer=40 kind=gdn phase=gdn_beta_alpha gpu_ms=0.29
[prefill-layer-phase] chunk=0 start=0 layer=40 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=40 kind=gdn phase=gdn_prep gpu_ms=0.61
[prefill-layer-phase] chunk=0 start=0 layer=40 kind=gdn phase=gdn_step gpu_ms=1.92
[prefill-layer-phase] chunk=0 start=0 layer=40 kind=gdn phase=gdn_gated gpu_ms=0.55
[prefill-layer-phase] chunk=0 start=0 layer=40 kind=gdn phase=gdn_back gpu_ms=2.07
[prefill-layer-phase] chunk=0 start=0 layer=40 kind=gdn phase=mixer_resid gpu_ms=0.12
[prefill-layer-phase] chunk=0 start=0 layer=40 kind=moe phase=post_norm gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=40 kind=moe phase=route_fused gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=40 kind=moe phase=routed_swiglu gpu_ms=6.70
[prefill-layer-phase] chunk=0 start=0 layer=40 kind=moe phase=routed_down gpu_ms=4.07
[prefill-layer-phase] chunk=0 start=0 layer=40 kind=moe phase=routed_reduce gpu_ms=0.32
[prefill-layer-phase] chunk=0 start=0 layer=40 kind=moe phase=shared_packed gpu_ms=1.06
[prefill-layer-phase] chunk=0 start=0 layer=41 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=41 kind=gdn phase=gdn_qkv gpu_ms=3.52
[prefill-layer-phase] chunk=0 start=0 layer=41 kind=gdn phase=gdn_z gpu_ms=2.46
[prefill-layer-phase] chunk=0 start=0 layer=41 kind=gdn phase=gdn_beta_alpha gpu_ms=0.24
[prefill-layer-phase] chunk=0 start=0 layer=41 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=41 kind=gdn phase=gdn_prep gpu_ms=0.51
[prefill-layer-phase] chunk=0 start=0 layer=41 kind=gdn phase=gdn_step gpu_ms=2.29
[prefill-layer-phase] chunk=0 start=0 layer=41 kind=gdn phase=gdn_gated gpu_ms=0.59
[prefill-layer-phase] chunk=0 start=0 layer=41 kind=gdn phase=gdn_back gpu_ms=2.65
[prefill-layer-phase] chunk=0 start=0 layer=41 kind=gdn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=41 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=41 kind=moe phase=route_fused gpu_ms=0.28
[prefill-layer-phase] chunk=0 start=0 layer=41 kind=moe phase=routed_swiglu gpu_ms=9.85
[prefill-layer-phase] chunk=0 start=0 layer=41 kind=moe phase=routed_down gpu_ms=5.21
[prefill-layer-phase] chunk=0 start=0 layer=41 kind=moe phase=routed_reduce gpu_ms=0.32
[prefill-layer-phase] chunk=0 start=0 layer=41 kind=moe phase=shared_packed gpu_ms=1.34
[prefill-layer-phase] chunk=0 start=0 layer=42 kind=gdn phase=pre_norm gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=42 kind=gdn phase=gdn_qkv gpu_ms=4.35
[prefill-layer-phase] chunk=0 start=0 layer=42 kind=gdn phase=gdn_z gpu_ms=1.98
[prefill-layer-phase] chunk=0 start=0 layer=42 kind=gdn phase=gdn_beta_alpha gpu_ms=0.28
[prefill-layer-phase] chunk=0 start=0 layer=42 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=42 kind=gdn phase=gdn_prep gpu_ms=0.68
[prefill-layer-phase] chunk=0 start=0 layer=42 kind=gdn phase=gdn_step gpu_ms=1.94
[prefill-layer-phase] chunk=0 start=0 layer=42 kind=gdn phase=gdn_gated gpu_ms=0.52
[prefill-layer-phase] chunk=0 start=0 layer=42 kind=gdn phase=gdn_back gpu_ms=2.07
[prefill-layer-phase] chunk=0 start=0 layer=42 kind=gdn phase=mixer_resid gpu_ms=0.12
[prefill-layer-phase] chunk=0 start=0 layer=42 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=42 kind=moe phase=route_fused gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=42 kind=moe phase=routed_swiglu gpu_ms=15.79
[prefill-layer-phase] chunk=0 start=0 layer=42 kind=moe phase=routed_down gpu_ms=6.29
[prefill-layer-phase] chunk=0 start=0 layer=42 kind=moe phase=routed_reduce gpu_ms=0.12
[prefill-layer-phase] chunk=0 start=0 layer=42 kind=moe phase=shared_packed gpu_ms=1.47
[prefill-layer-phase] chunk=0 start=0 layer=43 kind=attn phase=pre_norm gpu_ms=0.04
[prefill-layer-phase] chunk=0 start=0 layer=43 kind=attn phase=attn gpu_ms=8.16
[prefill-layer-phase] chunk=0 start=0 layer=43 kind=attn phase=mixer_resid gpu_ms=0.11
[prefill-layer-phase] chunk=0 start=0 layer=43 kind=moe phase=post_norm gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=43 kind=moe phase=route_fused gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=43 kind=moe phase=routed_swiglu gpu_ms=19.81
[prefill-layer-phase] chunk=0 start=0 layer=43 kind=moe phase=routed_down gpu_ms=4.55
[prefill-layer-phase] chunk=0 start=0 layer=43 kind=moe phase=routed_reduce gpu_ms=0.27
[prefill-layer-phase] chunk=0 start=0 layer=43 kind=moe phase=shared_packed gpu_ms=0.92
[prefill-layer-phase] chunk=0 start=0 layer=44 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=44 kind=gdn phase=gdn_qkv gpu_ms=2.97
[prefill-layer-phase] chunk=0 start=0 layer=44 kind=gdn phase=gdn_z gpu_ms=2.15
[prefill-layer-phase] chunk=0 start=0 layer=44 kind=gdn phase=gdn_beta_alpha gpu_ms=0.26
[prefill-layer-phase] chunk=0 start=0 layer=44 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=44 kind=gdn phase=gdn_prep gpu_ms=0.65
[prefill-layer-phase] chunk=0 start=0 layer=44 kind=gdn phase=gdn_step gpu_ms=1.91
[prefill-layer-phase] chunk=0 start=0 layer=44 kind=gdn phase=gdn_gated gpu_ms=0.51
[prefill-layer-phase] chunk=0 start=0 layer=44 kind=gdn phase=gdn_back gpu_ms=2.07
[prefill-layer-phase] chunk=0 start=0 layer=44 kind=gdn phase=mixer_resid gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=44 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=44 kind=moe phase=route_fused gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=44 kind=moe phase=routed_swiglu gpu_ms=8.10
[prefill-layer-phase] chunk=0 start=0 layer=44 kind=moe phase=routed_down gpu_ms=5.20
[prefill-layer-phase] chunk=0 start=0 layer=44 kind=moe phase=routed_reduce gpu_ms=0.32
[prefill-layer-phase] chunk=0 start=0 layer=44 kind=moe phase=shared_packed gpu_ms=0.98
[prefill-layer-phase] chunk=0 start=0 layer=45 kind=gdn phase=pre_norm gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=45 kind=gdn phase=gdn_qkv gpu_ms=3.37
[prefill-layer-phase] chunk=0 start=0 layer=45 kind=gdn phase=gdn_z gpu_ms=2.17
[prefill-layer-phase] chunk=0 start=0 layer=45 kind=gdn phase=gdn_beta_alpha gpu_ms=0.24
[prefill-layer-phase] chunk=0 start=0 layer=45 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=45 kind=gdn phase=gdn_prep gpu_ms=0.50
[prefill-layer-phase] chunk=0 start=0 layer=45 kind=gdn phase=gdn_step gpu_ms=1.99
[prefill-layer-phase] chunk=0 start=0 layer=45 kind=gdn phase=gdn_gated gpu_ms=0.57
[prefill-layer-phase] chunk=0 start=0 layer=45 kind=gdn phase=gdn_back gpu_ms=2.09
[prefill-layer-phase] chunk=0 start=0 layer=45 kind=gdn phase=mixer_resid gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=45 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=45 kind=moe phase=route_fused gpu_ms=0.21
[prefill-layer-phase] chunk=0 start=0 layer=45 kind=moe phase=routed_swiglu gpu_ms=24.30
[prefill-layer-phase] chunk=0 start=0 layer=45 kind=moe phase=routed_down gpu_ms=15.46
[prefill-layer-phase] chunk=0 start=0 layer=45 kind=moe phase=routed_reduce gpu_ms=0.11
[prefill-layer-phase] chunk=0 start=0 layer=45 kind=moe phase=shared_packed gpu_ms=0.92
[prefill-layer-phase] chunk=0 start=0 layer=46 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=46 kind=gdn phase=gdn_qkv gpu_ms=2.93
[prefill-layer-phase] chunk=0 start=0 layer=46 kind=gdn phase=gdn_z gpu_ms=1.97
[prefill-layer-phase] chunk=0 start=0 layer=46 kind=gdn phase=gdn_beta_alpha gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=46 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=46 kind=gdn phase=gdn_prep gpu_ms=0.46
[prefill-layer-phase] chunk=0 start=0 layer=46 kind=gdn phase=gdn_step gpu_ms=1.88
[prefill-layer-phase] chunk=0 start=0 layer=46 kind=gdn phase=gdn_gated gpu_ms=0.51
[prefill-layer-phase] chunk=0 start=0 layer=46 kind=gdn phase=gdn_back gpu_ms=2.08
[prefill-layer-phase] chunk=0 start=0 layer=46 kind=gdn phase=mixer_resid gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=46 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=46 kind=moe phase=route_fused gpu_ms=0.21
[prefill-layer-phase] chunk=0 start=0 layer=46 kind=moe phase=routed_swiglu gpu_ms=20.10
[prefill-layer-phase] chunk=0 start=0 layer=46 kind=moe phase=routed_down gpu_ms=14.27
[prefill-layer-phase] chunk=0 start=0 layer=46 kind=moe phase=routed_reduce gpu_ms=0.11
[prefill-layer-phase] chunk=0 start=0 layer=46 kind=moe phase=shared_packed gpu_ms=0.92
[prefill-layer-phase] chunk=0 start=0 layer=47 kind=attn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=47 kind=attn phase=attn gpu_ms=8.18
[prefill-layer-phase] chunk=0 start=0 layer=47 kind=attn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=47 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=47 kind=moe phase=route_fused gpu_ms=0.21
[prefill-layer-phase] chunk=0 start=0 layer=47 kind=moe phase=routed_swiglu gpu_ms=16.31
[prefill-layer-phase] chunk=0 start=0 layer=47 kind=moe phase=routed_down gpu_ms=4.13
[prefill-layer-phase] chunk=0 start=0 layer=47 kind=moe phase=routed_reduce gpu_ms=0.33
[prefill-layer-phase] chunk=0 start=0 layer=47 kind=moe phase=shared_packed gpu_ms=0.92
[pp] run  1: wall   8229.2 ms  gpu   1654.9 ms    62.22 t/s

[pp] === results ===
[pp] prompt: 512 tokens in 8229.2 ms avg = 16.07 ms/token = 62.22 +/- 0.00 t/s
[pp] gpu:    1654.9 ms avg = 3.23 ms/token = 20.1% of wall
[pp] note: session and scratch allocation are outside the timed interval; tail=skipped to match llama-bench pp logits policy.
